Product Type,Size,Paper Weight,Paper Type,Paper Color,Parts,Sides,Ink Color,Quantity,Price,Max Qty,Overage per 1000,Pricing Type
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,White,,Single,Black,10000,579,10000,54,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,White,,Double,Black,500,69,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,White,,Double,Black,1000,97,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,White,,Double,Black,1500,129,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,White,,Double,Black,2000,159,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,White,,Double,Black,3000,223,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,White,,Double,Black,4000,276,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,White,,Double,Black,5000,351,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,White,,Double,Black,6000,412,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,White,,Double,Black,7000,471,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,White,,Double,Black,8000,529,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,White,,Double,Black,9000,585,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,White,,Double,Black,10000,641,10000,66,Overage
,,,,,,,,,,,,
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Single,Black,500,67,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Single,Black,1000,110,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Single,Black,1500,154,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Single,Black,2000,197,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Single,Black,3000,284,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Single,Black,4000,360,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Single,Black,5000,457,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Single,Black,6000,451,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Single,Black,7000,623,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Single,Black,8000,704,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Single,Black,9000,783,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Single,Black,10000,855,10000,83,Overage
,,,,,,,,,,,,
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Double,Black,500,101,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Double,Black,1000,145,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Double,Black,1500,196,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Double,Black,2000,243,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Double,Black,3000,343,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Double,Black,4000,430,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Double,Black,5000,540,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Double,Black,6000,635,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Double,Black,7000,730,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Double,Black,8000,824,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Double,Black,9000,916,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,White,,Double,Black,10000,1000,10000,95,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Single,Black,500,46,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Single,Black,1000,73,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Single,Black,1500,103,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Single,Black,2000,129,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Single,Black,3000,184,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Single,Black,4000,228,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Single,Black,5000,295,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Single,Black,6000,347,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Single,Black,7000,398,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Single,Black,8000,448,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Single,Black,9000,496,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Single,Black,10000,543,10000,48,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Double,Black,500,73,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Double,Black,1000,101,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Double,Black,1500,137,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Double,Black,2000,167,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Double,Black,3000,235,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Double,Black,4000,292,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Double,Black,5000,371,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Double,Black,6000,436,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Double,Black,7000,499,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Double,Black,8000,561,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Double,Black,9000,621,,,Standard
Card Stock,"8.5"" x 11""",67lb,Vellum Bristol,Color,,Double,Black,10000,681,10000,60,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Single,Black,500,54,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Single,Black,1000,81,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Single,Black,1500,114,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Single,Black,2000,145,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Single,Black,3000,209,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Single,Black,4000,263,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Single,Black,5000,338,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Single,Black,6000,398,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Single,Black,7000,458,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Single,Black,8000,516,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Single,Black,9000,573,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Single,Black,10000,629,10000,54,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Double,Black,500,74,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Double,Black,1000,102,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Double,Black,1500,139,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Double,Black,2000,169,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Double,Black,3000,238,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Double,Black,4000,296,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Double,Black,5000,376,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Double,Black,6000,442,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Double,Black,7000,506,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Double,Black,8000,569,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Double,Black,9000,630,,,Standard
Card Stock,"8.5"" x 14""",67lb,Vellum Bristol,Color,,Double,Black,10000,691,10000,66,Overage
,,,,,,,,,,,,
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Single,Black,500,73,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Single,Black,1000,116,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Single,Black,1500,166,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Single,Black,2000,209,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Single,Black,3000,302,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Single,Black,4000,384,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Single,Black,5000,487,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Single,Black,6000,487,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Single,Black,7000,665,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Single,Black,8000,752,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Single,Black,9000,837,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Single,Black,10000,915,10000,83,Overage
,,,,,,,,,,,,
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Double,Black,500,107,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Double,Black,1000,151,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Double,Black,1500,208,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Double,Black,2000,255,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Double,Black,3000,361,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Double,Black,4000,454,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Double,Black,5000,570,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Double,Black,6000,671,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Double,Black,7000,772,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Double,Black,8000,872,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Double,Black,9000,970,,,Standard
Card Stock,"11"" x 17""",67lb,Vellum Bristol,Color,,Double,Black,10000,1060,10000,95,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Single,Black,500,54,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Single,Black,1000,81,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Single,Black,1500,119,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Single,Black,2000,145,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Single,Black,3000,208,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Single,Black,4000,260,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Single,Black,5000,335,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Single,Black,6000,395,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Single,Black,7000,454,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Single,Black,8000,512,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Single,Black,9000,568,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Single,Black,10000,623,10000,48,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Double,Black,500,81,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Double,Black,1000,109,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Double,Black,1500,153,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Double,Black,2000,183,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Double,Black,3000,259,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Double,Black,4000,324,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Double,Black,5000,411,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Double,Black,6000,484,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Double,Black,7000,555,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Double,Black,8000,625,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Double,Black,9000,693,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,White,,Double,Black,10000,761,10000,60,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Single,Black,500,81,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Single,Black,1000,108,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Single,Black,1500,168,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Single,Black,2000,199,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Single,Black,3000,290,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Single,Black,4000,371,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Single,Black,5000,473,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Single,Black,6000,560,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Single,Black,7000,647,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Single,Black,8000,732,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Single,Black,9000,816,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Single,Black,10000,899,10000,54,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Double,Black,500,101,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Double,Black,1000,129,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Double,Black,1500,193,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Double,Black,2000,223,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Double,Black,3000,319,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Double,Black,4000,404,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Double,Black,5000,511,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Double,Black,6000,604,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Double,Black,7000,695,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Double,Black,8000,785,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Double,Black,9000,873,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,White,,Double,Black,10000,961,10000,66,Overage
,,,,,,,,,,,,
Card Stock,"11"" x 17""",65lb,Cover,White,,Single,Black,500,99,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Single,Black,1000,142,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Single,Black,1500,218,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Single,Black,2000,261,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Single,Black,3000,380,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Single,Black,4000,488,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Single,Black,5000,617,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Single,Black,6000,643,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Single,Black,7000,847,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Single,Black,8000,960,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Single,Black,9000,1071,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Single,Black,10000,1175,10000,83,Overage
,,,,,,,,,,,,
Card Stock,"11"" x 17""",65lb,Cover,White,,Double,Black,500,133,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Double,Black,1000,177,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Double,Black,1500,260,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Double,Black,2000,307,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Double,Black,3000,439,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Double,Black,4000,558,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Double,Black,5000,700,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Double,Black,6000,827,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Double,Black,7000,954,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Double,Black,8000,1080,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Double,Black,9000,1204,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,White,,Double,Black,10000,1320,10000,95,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Single,Black,500,57,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Single,Black,1000,84,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Single,Black,1500,125,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Single,Black,2000,151,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Single,Black,3000,217,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Single,Black,4000,272,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Single,Black,5000,350,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Single,Black,6000,413,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Single,Black,7000,475,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Single,Black,8000,536,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Single,Black,9000,595,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Single,Black,10000,653,10000,48,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Double,Black,500,84,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Double,Black,1000,112,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Double,Black,1500,159,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Double,Black,2000,189,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Double,Black,3000,268,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Double,Black,4000,336,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Double,Black,5000,426,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Double,Black,6000,502,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Double,Black,7000,576,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Double,Black,8000,649,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Double,Black,9000,720,,,Standard
Card Stock,"8.5"" x 11""",65lb,Cover,Color,,Double,Black,10000,791,10000,60,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Single,Black,500,100,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Single,Black,1000,127,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Single,Black,1500,206,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Single,Black,2000,237,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Single,Black,3000,347,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Single,Black,4000,447,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Single,Black,5000,568,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Single,Black,6000,674,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Single,Black,7000,780,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Single,Black,8000,884,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Single,Black,9000,987,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Single,Black,10000,1089,10000,54,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Double,Black,500,120,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Double,Black,1000,148,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Double,Black,1500,231,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Double,Black,2000,261,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Double,Black,3000,376,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Double,Black,4000,480,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Double,Black,5000,606,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Double,Black,6000,718,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Double,Black,7000,828,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Double,Black,8000,937,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Double,Black,9000,1044,,,Standard
Card Stock,"8.5"" x 14""",65lb,Cover,Color,,Double,Black,10000,1151,10000,66,Overage
,,,,,,,,,,,,
Card Stock,"11"" x 17""",65lb,Cover,Color,,Single,Black,500,118,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Single,Black,1000,161,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Single,Black,1500,256,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Single,Black,2000,299,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Single,Black,3000,437,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Single,Black,4000,564,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Single,Black,5000,712,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Single,Black,6000,757,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Single,Black,7000,980,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Single,Black,8000,1112,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Single,Black,9000,1242,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Single,Black,10000,1365,10000,83,Overage
,,,,,,,,,,,,
Card Stock,"11"" x 17""",65lb,Cover,Color,,Double,Black,500,152,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Double,Black,1000,196,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Double,Black,1500,298,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Double,Black,2000,345,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Double,Black,3000,496,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Double,Black,4000,634,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Double,Black,5000,795,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Double,Black,6000,941,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Double,Black,7000,1087,,,Standard
