Product Type,Size,Paper Weight,Paper Type,Paper Color,Parts,Sides,Ink Color,Quantity,Price,Max Qty,Overage per 1000,Pricing Type
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 STD Color,8000,269,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 STD Color,9000,293,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 STD Color,10000,216,10000,28,Overage
,,,,,,,,,,,,
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color,500,75,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color,1000,79,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color,1500,150,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color,2000,174,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color,3000,260,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color,4000,337,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color,5000,414,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color,6000,486,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color,7000,558,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color,8000,628,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color,9000,696,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color,10000,764,10000,75,Overage
,,,,,,,,,,,,
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 PMS Color,500,62,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 PMS Color,1000,71,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 PMS Color,1500,90,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 PMS Color,2000,95,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 PMS Color,3000,135,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 PMS Color,4000,167,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 PMS Color,5000,200,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 PMS Color,6000,228,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 PMS Color,7000,254,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 PMS Color,8000,279,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 PMS Color,9000,303,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 PMS Color,10000,226,10000,28,Overage
,,,,,,,,,,,,
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 PMS Color,500,85,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 PMS Color,3000,89,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 PMS Color,4000,160,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 PMS Color,5000,184,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 PMS Color,6000,270,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 PMS Color,7000,347,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 PMS Color,8000,424,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 PMS Color,9000,496,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 PMS Color,10000,568,10000,75,Overage
,,,,,,,,,,,,
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 STD Color,500,66.7,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 STD Color,1000,78.85,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 STD Color,1500,104.5,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 STD Color,2000,111.25,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 STD Color,3000,165.25,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 STD Color,4000,208.45,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 STD Color,5000,253,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 STD Color,6000,290.8,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 STD Color,7000,325.9,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 STD Color,8000,359.65,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 STD Color,9000,392.05,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 STD Color,10000,288.1,10000,28,Overage
,,,,,,,,,,,,
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 STD Color,500,97.75,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 STD Color,1000,103.15,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 STD Color,1500,199,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 STD Color,2000,231.4,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 STD Color,3000,347.5,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 STD Color,4000,451.45,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 STD Color,5000,555.4,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 STD Color,6000,652.6,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 STD Color,7000,749.8,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 STD Color,8000,844.3,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 STD Color,9000,936.1,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 STD Color,10000,1027.9,10000,75,Overage
,,,,,,,,,,,,
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 PMS Color,500,76.7,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 PMS Color,1000,88.85,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 PMS Color,1500,114.5,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 PMS Color,2000,121.25,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 PMS Color,3000,175.25,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 PMS Color,4000,218.45,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 PMS Color,5000,263,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 PMS Color,6000,300.8,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 PMS Color,7000,335.9,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 PMS Color,8000,369.65,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 PMS Color,9000,402.05,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,Black + 1 PMS Color,10000,298.1,10000,28,Overage
,,,,,,,,,,,,
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 PMS Color,500,107.75,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 PMS Color,1000,113.15,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 PMS Color,1500,209,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 PMS Color,2000,241.4,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 PMS Color,3000,357.5,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 PMS Color,4000,461.45,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 PMS Color,5000,565.4,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 PMS Color,6000,662.6,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 PMS Color,7000,759.8,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 PMS Color,8000,854.3,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 PMS Color,9000,946.1,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,Black + 1 PMS Color,10000,1037.9,10000,75,Overage
,,,,,,,,,,,,
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 STD Color + 1 PMS Color,500,96.7,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 STD Color + 1 PMS Color,1000,108.85,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 STD Color + 1 PMS Color,1500,134.5,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 STD Color + 1 PMS Color,2000,141.25,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 STD Color + 1 PMS Color,3000,195.25,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 STD Color + 1 PMS Color,4000,238.45,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 STD Color + 1 PMS Color,5000,283,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 STD Color + 1 PMS Color,6000,320.8,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 STD Color + 1 PMS Color,7000,355.9,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 STD Color + 1 PMS Color,8000,389.65,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 STD Color + 1 PMS Color,9000,422.05,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,1 STD Color + 1 PMS Color,10000,318.1,10000,28,Overage
,,,,,,,,,,,,
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color + 1 PMS Color,500,127.75,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color + 1 PMS Color,1000,133.15,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color + 1 PMS Color,1500,229,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color + 1 PMS Color,2000,261.4,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color + 1 PMS Color,3000,377.5,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color + 1 PMS Color,4000,481.45,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color + 1 PMS Color,5000,585.4,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color + 1 PMS Color,6000,682.6,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color + 1 PMS Color,7000,779.8,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color + 1 PMS Color,8000,874.3,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color + 1 PMS Color,9000,966.1,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,1 STD Color + 1 PMS Color,10000,1057.9,10000,75,Overage
,,,,,,,,,,,,
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 STD Color,500,86.7,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 STD Color,1000,98.85,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 STD Color,1500,124.5,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 STD Color,2000,131.25,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 STD Color,3000,185.25,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 STD Color,4000,228.45,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 STD Color,5000,273,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 STD Color,6000,310.8,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 STD Color,7000,345.9,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 STD Color,8000,379.65,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 STD Color,9000,412.05,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 STD Color,10000,308.1,10000,28,Overage
,,,,,,,,,,,,
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 STD Color,500,117.75,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 STD Color,1000,123.15,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 STD Color,1500,219,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 STD Color,2000,251.4,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 STD Color,3000,367.5,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 STD Color,4000,471.45,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 STD Color,5000,575.4,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 STD Color,6000,672.6,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 STD Color,7000,769.8,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 STD Color,8000,864.3,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 STD Color,9000,956.1,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 STD Color,10000,1047.9,10000,75,Overage
,,,,,,,,,,,,
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 PMS Color,500,106.7,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 PMS Color,1000,118.85,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 PMS Color,1500,144.5,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 PMS Color,2000,151.25,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 PMS Color,3000,205.25,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 PMS Color,4000,248.45,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 PMS Color,5000,293,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 PMS Color,6000,330.8,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 PMS Color,7000,365.9,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 PMS Color,8000,399.65,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 PMS Color,9000,432.05,,,Standard
Letterhead,"8.5"" x 11""",60lb,Accent,White,,Single,2 PMS Color,10000,328.1,10000,28,Overage
,,,,,,,,,,,,
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 PMS Color,500,137.75,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 PMS Color,3000,143.15,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 PMS Color,4000,239,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 PMS Color,5000,271.4,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 PMS Color,6000,387.5,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 PMS Color,7000,491.45,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 PMS Color,8000,595.4,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 PMS Color,9000,692.6,,,Standard
Letterhead,"8.5"" x 11""",24lb,Classic Linen/Laid/Crest,White,,Single,2 PMS Color,10000,789.8,10000,75,Overage
