Product Type,Size,Paper Weight,Paper Type,Paper Color,Parts,Sides,Ink Color,Quantity,Price,Max Qty,Overage per 1000,Pricing Type
Digital Color,"8.5"" x 11""",60lb,Offset,White,,Double,Color/Black,300,93,,,Standard
Digital Color,"8.5"" x 11""",60lb,Offset,White,,Double,Color/Black,400,107,,,Standard
Digital Color,"8.5"" x 11""",60lb,Offset,White,,Double,Color/Black,500,121,,,Standard
Digital Color,"8.5"" x 11""",60lb,Offset,White,,Double,Color/Black,600,136,,,Standard
Digital Color,"8.5"" x 11""",60lb,Offset,White,,Double,Color/Black,800,165,,,Standard
Digital Color,"8.5"" x 11""",60lb,Offset,White,,Double,Color/Black,1000,194,,,Standard
Digital Color,"8.5"" x 11""",60lb,Offset,White,,Double,Color/Black,1200,222,,,Standard
Digital Color,"8.5"" x 11""",60lb,Offset,White,,Double,Color/Black,1400,250,,,Standard
Digital Color,"8.5"" x 11""",60lb,Offset,White,,Double,Color/Black,1600,278,,,Standard
Digital Color,"8.5"" x 11""",60lb,Offset,White,,Double,Color/Black,2000,335,,,Standard
Digital Color,"8.5"" x 11""",60lb,Offset,White,,Double,Color/Black,3000,475,,,Standard
Digital Color,"8.5"" x 11""",60lb,Offset,White,,Double,Color/Black,4000,615,,,Standard
Digital Color,"8.5"" x 11""",60lb,Offset,White,,Double,Color/Black,5000,749,,,Standard
Digital Color,"8.5"" x 11""",60lb,Offset,White,,Double,Color/Black,6000,882,,,Standard
Digital Color,"8.5"" x 11""",60lb,Offset,White,,Double,Color/Black,8000,1147,,,Standard
Digital Color,"8.5"" x 11""",60lb,Offset,White,,Double,Color/Black,10000,1393,,,Standard
,,,,,,,,,,,,
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Single,Color,100,36,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Single,Color,200,57,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Single,Color,300,69.9,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Single,Color,400,83.2,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Single,Color,500,95,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Single,Color,600,108,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Single,Color,800,132.8,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Single,Color,1000,158,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Single,Color,1200,183.6,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Single,Color,1400,210,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Single,Color,1600,236.8,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Single,Color,2000,280,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Single,Color,3000,405,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Single,Color,4000,524,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Single,Color,5000,640,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Single,Color,6000,762,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Single,Color,8000,992,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Single,Color,10000,1190,,,Standard
,,,,,,,,,,,,
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Color,100,70,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Color,200,95,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Color,300,117.9,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Color,400,141.2,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Color,500,164,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Color,600,186,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Color,800,230.4,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Color,1000,274,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Color,1200,318,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Color,1400,362.6,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Color,1600,406.4,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Color,2000,492,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Color,3000,702,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Color,4000,912,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Color,5000,1110,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Color,6000,1308,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Color,8000,1664,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Color,10000,2010,,,Standard
,,,,,,,,,,,,
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Black,100,57,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Black,200,82,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Black,300,99,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Black,400,115.2,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Black,500,131,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Black,600,148.2,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Black,800,180.8,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Black,1000,214,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Black,1200,246,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Black,1400,278.6,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Black,1600,310.4,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Black,2000,376,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Black,3000,534,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Black,4000,696,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Black,5000,850,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Black,6000,1002,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Black,8000,1312,,,Standard
Digital Color,"8.5"" x 11""",28lb,Hammermill,White,,Double,Color/Black,10000,1590,,,Standard
,,,,,,,,,,,,
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Single,Color,100,37,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Single,Color,200,59,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Single,Color,300,72.9,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Single,Color,400,87.2,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Single,Color,500,100,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Single,Color,600,114,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Single,Color,800,140.8,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Single,Color,1000,168,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Single,Color,1200,195.6,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Single,Color,1400,224,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Single,Color,1600,252.8,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Single,Color,2000,300,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Single,Color,3000,435,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Single,Color,4000,564,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Single,Color,5000,690,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Single,Color,6000,822,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Single,Color,8000,1072,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Single,Color,10000,1290,,,Standard
,,,,,,,,,,,,
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Color,100,71,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Color,200,97,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Color,300,120.9,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Color,400,145.2,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Color,500,169,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Color,600,192,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Color,800,238.4,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Color,1000,284,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Color,1200,330,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Color,1400,376.6,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Color,1600,422.4,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Color,2000,512,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Color,3000,732,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Color,4000,952,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Color,5000,1160,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Color,6000,1368,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Color,8000,1744,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Color,10000,2110,,,Standard
,,,,,,,,,,,,
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Black,100,58,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Black,200,84,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Black,300,102,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Black,400,119.2,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Black,500,136,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Black,600,154.2,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Black,800,188.8,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Black,1000,224,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Black,1200,258,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Black,1400,292.6,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Black,1600,326.4,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Black,2000,396,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Black,3000,564,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Black,4000,736,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Black,5000,900,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Black,6000,1062,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Black,8000,1392,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Text,White,,Double,Color/Black,10000,1690,,,Standard
,,,,,,,,,,,,
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Single,Color,100,44,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Single,Color,200,73,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Single,Color,300,93.9,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Single,Color,400,115.2,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Single,Color,500,135,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Single,Color,600,156,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Single,Color,800,196.8,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Single,Color,1000,238,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Single,Color,1200,279.6,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Single,Color,1400,322,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Single,Color,1600,364.8,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Single,Color,2000,440,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Single,Color,3000,645,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Single,Color,4000,844,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Single,Color,5000,1040,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Single,Color,6000,1242,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Single,Color,8000,1632,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Single,Color,10000,1990,,,Standard
,,,,,,,,,,,,
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Color,100,78,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Color,200,111,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Color,300,141.9,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Color,400,173.2,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Color,500,204,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Color,600,234,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Color,800,294.4,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Color,1000,354,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Color,1200,414,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Color,1400,474.6,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Color,1600,534.4,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Color,2000,652,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Color,3000,942,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Color,4000,1232,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Color,5000,1510,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Color,6000,1788,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Color,8000,2304,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Color,10000,2810,,,Standard
,,,,,,,,,,,,
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Black,100,65,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Black,200,98,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Black,300,123,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Black,400,147.2,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Black,500,171,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Black,600,196.2,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Black,800,244.8,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Black,1000,294,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Black,1200,342,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Black,1400,390.6,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Black,1600,438.4,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Black,2000,536,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Black,3000,774,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Black,4000,1016,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Black,5000,1250,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Black,6000,1482,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Black,8000,1952,,,Standard
Digital Color,"8.5"" x 11""",80lb,Gloss Cover,White,,Double,Color/Black,10000,2390,,,Standard
,,,,,,,,,,,,
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Single,Color,100,38,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Single,Color,200,61,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Single,Color,300,75.9,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Single,Color,400,91.2,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Single,Color,500,105,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Single,Color,600,120,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Single,Color,800,148.8,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Single,Color,1000,178,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Single,Color,1200,207.6,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Single,Color,1400,238,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Single,Color,1600,268.8,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Single,Color,2000,320,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Single,Color,3000,465,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Single,Color,4000,604,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Single,Color,5000,740,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Single,Color,6000,882,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Single,Color,8000,1152,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Single,Color,10000,1390,,,Standard
,,,,,,,,,,,,
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Color,100,72,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Color,200,99,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Color,300,123.9,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Color,400,149.2,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Color,500,174,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Color,600,198,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Color,800,246.4,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Color,1000,294,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Color,1200,342,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Color,1400,390.6,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Color,1600,438.4,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Color,2000,532,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Color,3000,762,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Color,4000,992,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Color,5000,1210,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Color,6000,1428,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Color,8000,1824,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Color,10000,2210,,,Standard
,,,,,,,,,,,,
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Black,100,59,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Black,200,86,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Black,300,105,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Black,400,123.2,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Black,500,141,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Black,600,160.2,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Black,800,196.8,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Black,1000,234,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Black,1200,270,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Black,1400,306.6,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Black,1600,342.4,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Black,2000,416,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Black,3000,594,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Black,4000,776,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Black,5000,950,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Black,6000,1122,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Black,8000,1472,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Text,White,,Double,Color/Black,10000,1790,,,Standard
,,,,,,,,,,,,
Digital Color,"8.5"" x 11""",100lb,Gloss Cover,White,,Single,Color,100,46,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Cover,White,,Single,Color,200,77,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Cover,White,,Single,Color,300,99.9,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Cover,White,,Single,Color,400,123.2,,,Standard
Digital Color,"8.5"" x 11""",100lb,Gloss Cover,White,,Single,Color,500,145,,,Standard
